1 __00001____00010_111100___1001____11111___1_10__________________
-1 ____________0_______00_____100_____000___111____________________
-1 ___________________1______011_0___0000____000___________________
-1 ____________________10_____110____1100______0___________________
-1 _____________________0_____110_____110____1__0_______0__________
-1 ____________0_______00_____101_____011____01__1_________________
-1 ___________________0_______101____1010____01_____0______0_______
1 _____________________1____001_____1000_____1________1___________
-1 _____________________1____0000____101______1________1___________
1 ___________________0__0___1100____1000____1_______1_____________
-1 _____________1_______10____100____1000____1_______1_____________
-1 ______________1____001_____010____0000_____1____________________
-1 ___00_1____0_10____01100___011_____0011__11110_____0____________
-1 __________1_______1100_____010____001_0_________________________
-1 _____________________0_____101_____101_____011____01____________
1 _________000_______0______1011____101______0____________________
-1 ______________0___1_00___1000_____101_____00_______0____________
1 ____________0_____00_1____011_____0001____1110_______111________
-1 _____________01______0_____110_____1011___10____________________
-1 ______________1____0000___1011____001___________________________
-1 ____________________10_____100_____000____01______01____________
-1 __________000______1______011_____1111______0___________________
-1 __________0__1___000111____1011___11101___00_10__0_0_______0____
-1 ____________________10____00000___101_______1_______1___________
-1 ____________________1______11______010___1110____1_0_0___1______
-1 _____0___1__000_11101011_00001___1000___1__1_0____1_____________
1 ___________________________111_____001____00__1____0____________
-1 _________________1___1____1001_____011_____0_0_____0____________
-1 ___________________0_______101_____0111___0______0______________
-1 _____________10_____10_____101_____00_____000___________________
-1 _____________1_____011_____1000____100____1_____________________
-1 __0________0_______10______100_____11011__111011_____0_0________
-1 ___________1______11______000______000___111____________________
-1 __________________1__0____1101____101_____0_____________________
-1 ____________________010__1_010___100000__0_01___0__1____________
-1 _11_10__1_110____1001_0_0_0110__00011___0011100_0_010___0000____
-1 ___________10______0_1____01111____011____111______1____________
-1 _____________________0_____100_____110_____100__________________
-1 _____________1_______1__000001_____01_____01____________________
-1 ___________________0_01____101____11100_____00_______0__________
-1 ____________________10_____10______01___________________________
1 _____________000_____0_____1111____110_____1____________________
1 ___________01______0_1___1101010___00111___0_01_____0_0________0
-1 ____01_01___0_0__101011___1101__101111__0_110_1__1110_______0___
-1 _________111_____01000_____00_____011____0______________________
-1 __________________0________011_____100____11_0__________________
-1 ___011_0___0110_____10____01000_00101000_1_0010___000_1___0____1
1 ___________________________10______00____1011____0_1_1_____1____
-1 _____________________1____001______01_____0000____10____________
-1 ___________________000_____110____1110__________________________
1 ___________________________111_____110_____10_0____0_0________0_
-1 ______________1______1_____111___0_11_____01_____1_0_______10___
-1 ___1________1111_1___0_0__110001_000000__1111______10___________
-1 ___________________________10_____111_____00100______0_______0__
-1 ______________0__1___0____1000____111___________________________
-1 _____________________1_____11______10______00_____0_01__________
-1 ___________________0_______011____101______000__________________
-1 ___0______0______001_______111_____01___________________________
-1 _________1________101______00_____10000__11___1_________________
-1 __________0________010____00000___111___________________________
-1 __________________1_1_____111____00000____1_______1_____________
